Dive Shop,Address,Website,City,State,Country,Region,Phone Number,Email,Dive Courses,Rental Gear,Gases,Type,Dive Sites,Helper,Notes,
Explorer Ventures Diving Fleet,"Explorer Ventures, PO Box 310, Mills, WY 82644, USA",https://www.explorerventures.com/,Silver Bank,Puerto Plata,,Caribbean,+1 307-235-0683, info@explorerventures.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Open Water 20, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Liveaboard,"Abu Nuhas / Carnatic, Abu Nuhas / Chrisoula K, Abu Nuhas / Giannis D, Addu, Addu Kandu, Alor, Banda Sea, Blue Corner, Blue Holes, Brothers Islands, Chandelier Cave, Daedalus Reef, Dahab, Dhigurah Beyru, Dhonfanu Thila, East of Flores, Elphinstone, Fotteyo Kandu, French Cay, Fury Shoals - Abu Galawa Soraya, Fury Shoals - Malahi, Fury Shoals - Sataya, Fury Shoals - Sha’ab Claudio, Fuvahmulah, Fuvahmulah Atoll, Galapagos Islands, German, Grand Turk, Halmahera, Hanifaru, Hanifaru Bay, Huvadhoo, Huvhadoo, Kakaban Jellyfish Lake, Kandooma Thila, Komodo, Kudarah Thila, Kuredu Express, Maaya Thila, Maratua, Misool, Miyaru Kandu, Mulaku Kandu, Ngemelis Drop-Off, Palau, Peleliu Express, Raja Ampat, Ras Mohammed with Yolanda Reef, Rocky Island, SS Thistlegorm, Saba Coral Nursery, Sangalaki Manta Point, Siaes Tunnel, Sint Eustatius, South Caicos, St. John’s, St. Kitts, St. Maarten, Straits of Tiran - Gordon, Straits of Tiran - Jackson, Straits of Tiran - Thomas, Straits of Tiran - Woodhouse, Sulawesi, Triton Bay, Turtle Cove, Ulong, West Sand Spit, Zabargad Island, Dhonfanu Thila, Mulaku Kandu",,,
Carlo Scuba Diving Center,"Cam. Escenico a Playa Las Gatas, Playa las Gatas, 40895 Zihuatanejo, Gro., Mexico",https://www.carloscuba.com/,Playa las Gatas,Zihuatanejo,Mexico,North America, +52 755 115 1779 , carloscuba@yahoo.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver",,,Dive Shop,"El Pretil, El Pango, El Faro, La Caleta del Chon, La Piedra Solitaria, El Yunque, Manzanillo, Godornia, San Esteban, El Tigre, Sacramento (shallow), Sacramento (deep), El Chato, Zacatoso, Torrecillas, Los Morros de Potosí",,,
Carpe Diem Maldives Cruises,"Carpe Diem Maldives Pvt. Ltd., H. Coalfield 1st Floor/B, Kalhuhuraa Magu, Malé 20085, Maldives",https://www.carpediemmaldives-cruises.com/,Malé,NJ,Maldives,South Asia, +1 732-288-6721 , info@carpediemMaldives-cruises.com ,"Advanced Nitrox, Deco Procedures, Trimix Diver, Tech 1, Cave 1","Regulator, BCD, Dive Computer","Nitrox, Trimix",Liveaboard,"Addu, Baa, Fuvahmulah, Gaafu Dhaalu, Hanifaru, Huvhadoo, Laamu, Lhaviyani, Meemu, Noonu, North Ari, North Male, Raa, Rasdhoo, Salmedina Underwater Island and Light Tower, Shaviyani, South Ari, South Male, Thaa, Vaavu",,,
Cartagena Divers,"Carrera 20A #24A-16, Barrio Manga, Cartagena",http://www.cartagenadivers.com/,Cartagena,Bolívar,Colombia,South America, +57 312 6199370 , diverscartagena@gmail.com ,"Open Water Diver, Open Water Scuba Diver, One Star Diver (★), Open Water 20, Advanced Adventurer, Two Star Diver (★★), Advanced 35, Stress & Rescue Diver, Three Star Diver (★★★), Enriched Air Nitrox, Divemaster, Advanced Nitrox, Deco Procedures, Trimix Diver, Junior Open Water Diver, Try Scuba / Intro Scuba, Introductory Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel","Nitrox, Trimix",Dive Shop,"Baru Island, Salmedina Underwater Island and Light Tower",,,
Catalina Divers Supply,"1 Casino Way, Avalon, CA 90704",https://www.catalinadiverssupply.com/,Avalon,California,United States,North America, +1 310-510-0330 , info@CatalinaDiversSupply.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Regulator, Wetsuit, BCD, Hood, Drysuit, Dive Computer",Nitrox,Dive Shop,,,Same site as below,
Catalina Divers Supply,"1 Casino Way, Avalon, CA 90704, United States",https://catalinadiveshop.com/,Avalon,California,United States,North America, +1 310-510-0330 , info@CatalinaDiversSupply.com ,"Open Water Diver, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, BCD, Dive Computer",Nitrox,Dive Shop,"Catalina Island, Catalina Island - Casino Point Dive Park",,,
Cave Country Dive Shop,"19808 NW US Hwy 441, High Springs, FL 32643, United States",https://www.cavecountrydiving.com/,High Springs,Florida,United States,North America, +1 386-454-4444 , user@domain.com ,"Discover Scuba Diving, Scuba Diver, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Enriched Air Nitrox, Divemaster, Open Water Scuba Instructor","Snorkel, Fins, Mask, BCD",Nitrox,Dive Shop,"Blue Grotto, Devil’s Den, Ginnie Springs - Devil’s Eye/Devil’s Ear, Wes Skiles Peacock Springs, Little River, Cow Springs, Madison, Manatee, Leon Sinks, Hart Springs, Emerald Sink, Telford, Eagles Nest, Buford, Royal Spring, Troy Spring",,,
Cayman Turtle Divers,"1428A West Bay Road, Trafalgar #C2, KY1-1207, Cayman Islands",https://www.caymanturtledivers.com/,Grand Cayman,Grand Cayman,Cayman Islands,Caribbean, +1 345-938-0184 , info@caymanturtledivers.com ,"Open Water Diver, Scuba Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver, Try Scuba / Intro Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Great Wall East, Great Wall West, Kittiwake, Stingray City Sandbar, Great Wall North, Great Wall South, Grand Cayman North Reef, Grand Cayman South Reef, Grand Cayman East Reef, Grand Cayman West Reef",,,
Ceningan Divers,"Ceningan Resort, Nusa Ceningan, 80228, Indonesia",https://ceningandivers.com/,Nusa Ceningan,Bali,Indonesia,Southeast Asia, +62 811-3907-703 , david@ceningandivers.com ,"Open Water Diver, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",,"Dive Resort, Dive Shop","Addu, Baa, Fuvahmulah, Gaafu Dhaalu, Hanifaru, Huvhadoo, Laamu, Lhaviyani, Meemu, Noonu, North Ari, North Male, Raa, Rasdhoo, Salmedina Underwater Island and Light Tower, Shaviyani, South Ari, South Male, Thaa, Vaavu",,,
CenoteXperience,"Calle 60 Nte entre calles 36 y 38 casa 4, Ejidal, 77712 Playa del Carmen, Quintana Roo, Mexico",https://www.cenotexperience.com/,Tulum,Quintana Roo,Mexico,North America, +52 984 806 4700 , navig@or.userAgent.match ,"Open Water Diver, Scuba Diver, Advanced Open Water Diver, Advanced Scuba Diver, Rescue Diver, Enriched Air Nitrox, Divemaster, Divemaster / Assistant Instructor, Discover Scuba Diving, Junior Open Water Diver, Try Scuba / Intro Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Drysuit, Hood, Boots, Snorkel, Dive Computer","Nitrox, Trimix",Dive Shop,"Angelita Cenote, Cenote Chac Mool, Cenote Maravilla, Cenote Zapote (Hell’s Bells), Cenotes, Chikin Ha Cenote, Cozumel, Dos Ojos Cenote, El Eden (Ponderosa) Cenote, Kukulkan Cenote, Molas Shallow, Playa del Carmen, Tajma Ha (Taj - Mahal) Cenote, The Pit (El Pit) Cenote, Kin Ha, Shallow Cenotes",,Site under construction,
Centro Sub Campi Flegrei,"Via Miliscola 165, 80078 Pozzuoli, Italy",https://www.centrosubcampiflegrei.it/,Pozzuoli,Campania,Italy,Europe, +39 329 215 5239 , info@centrosubcampiflegrei.it ,,,,Dive Shop,"Submerged Park of Baia, Submerged Nymphaeum, Lacus Spa, Villa in Protiro, Dry Smoky Rocks, Portus Julius, Villa in front of the Aragonese Castle, Maritime Villa of Marina Grande, Miseno Lighthouse Tower and Nativity Scene, Villa of the Pisoni, Ischia, Chain Reef, Ship's Rock, Elephant Rock, Punta San Pancrazio, Ant Shoal II, Cave of the Ants, Procida, Solchiaro Point, Vivara, Punta Pizzaco, Walled Land, Gulf of Naples, Wreck of the Ashanti Palm, Wreck of the Doris, Cavallara Shoal, Gaiola Park, Mamutones Shoal, Nisida Shoal, Porto Paone, Pentapalumbo Shoal, Miseno Shoal",,,
Centro Sub Monte Conero,"Via del Porto, 48 - 60026 Numana, Italy",https://www.centrosubmonteconero.com,Numana,Marche,Italy,Europe, +39 335 662 5339 , info@centrosubmonteconero.com ,"Scuba Diver, Open Water Diver, Enriched Air Nitrox, Advanced Open Water Diver, Rescue Diver, Divemaster, Try Scuba / Intro Scuba, Advanced Adventurer","BCD, Regulator, Fins, Mask, Boots, Snorkel, Wetsuit",Nitrox,Dive Shop,"The Two Sisters, Potho, The Black Stones, The Beam, Scoglio Del Trave, The Hospital Shore, The Quarry Sills, The Molo Davanzali, The Nicole, Wreck Of The Nudibranchs",,,
Centro Sub Tigullio,"Via Luigi Cibrario 47/e, 16154 Genova, Italy",https://www.cstigullio.com/,Genova,Liguria,Italy,Europe, +39 339 318 1620 , centrosubtigullio.ge@gmail.com ,"Open Water Diver, Open Water Scuba Diver, Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor","Wetsuit, BCD, Regulator",Nitrox,Dive Shop,"Calabria Wreck, Dry Of The Two Balconies, Fossacesia Vaporetto, Haven Wreck, SEA, U-455 Submarine Wreck, Pelagosa, Vas",,,
Chaloklum Diving,"106, 48 Moo 7, Tambon Ko Pha-ngan, Koh Phangan, Surat Thani 84280, Thailand",https://www.chaloklum-diving.com/,Koh Phangan,Surat Thani,Thailand,Southeast Asia, +66 94 695 6305 , info@chaloklum-diving.com ,"Open Water Diver, Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster",Drysuit,Nitrox,Dive Shop,"Koh Kong, Koh Ma, Koh Tao, Sail Rock, Mae Haad, Haad Salat, Haad Yao, Ao Tong Lang, Koh Kong Kliang, Koh Tae Nok, Angthong National Marine Park, Koh Phangan",,,
Channel Islands Scuba,"1348 N Moorpark Rd, Unit B Thousand Oaks, CA 91360",https://ciscuba.com/,Thousand Oaks,California,United States,North America, +1 805-230-9995 , [email not found] ,"Open Water Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Night Diver, Underwater Navigator, Divemaster",,Nitrox,Dive Shop,"6 Fathoms (Point Loma), Anacapa Island, Coronados Island, Dino Head (Point Loma), Horsehead Reef (Point Loma), Monterey Bay, New Hope Rock (Point Loma), Oil Rigs, Santa Cruz Island, Scripps Canyon (La Jolla), Train Wheels (Point Loma)",,,
Chuck & Robbie's,"San Pedro, Ambergris Caye, Belize",https://ambergriscayediving.com/,San Pedro,Corozal District,Belize,Central America, +501 226-4425 , shop@ambergriscayediving.com ,"Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver","Wetsuit, Regulator, Drysuit, Dive Computer, Mask, Fins, BCD, Snorkel",,Dive Shop,"Belize Barrier Reef, Hol Chan Cut, Hol Chan Marine Reserve, Hol Chan Night Dive",,,
CIP Nice,"2 Ruelle des Moulins, 06000 Nice, France",https://www.cip-nice.com,Nice,Provence-Alpes-Côte d'Azur,France,Europe, +33 6 09 52 55 57 , info@cip-nice.com ,"Try Scuba / Intro Scuba, Open Water Diver, Scuba Diver, Wreck Diver, Advanced Adventurer, Stress & Rescue Diver, Deep Diver, Enriched Air Nitrox, Divemaster, Discover Scuba Diving, Introductory Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,,,Dive shop in France but no dive sites listed,
Clearwater Paradise Resort,"Mangrove Bight, Guanaja, Bay Islands, Honduras",https://www.clearwaterparadise.com/,Mangrove Bight,Bay Islands Department,Honduras,Central America, +1 816-665-3627 , clearwaterparadiseresort@gmail.com ,,,Nitrox,"Dive Resort, Dive Shop","Tortuga Reel, Fantasy Reef, The Pinnacle, Eel's Garden, Basket Star Reef, Bayman Drop, Diane's Reel, Wonderful Reel, Paradise Reel, Michael's Rock Reef, The Pavillions, Aldenon Outside, Alderson Inside, Sandi's Reef, Black Rock Canyon, Tito's Labrynths, Sand Canyon, Blacktip Slumberland, Southwest Wall, Captain's Crack, Vertigo, Gorgonian's Wall, Jim's Silver Lode, Afternoon Delight, Lee's Pleasure, Rainbow Reel, Jado Trader, Bridgit's Reef, Lisa's Reef, Katron's Cay Reef, Shot Stop, Half Moon Cay Reef, Stephan's Reef, Windmill Reef, Mt. Elusive, Hector's Run, George's Reef, Caldera del Diablo",,,
Club Cantamar,"Manzana F Lote 1 Puerto De, Av. Pichilingue, 23208 La Paz, B.C.S., Mexico",https://clubcantamar.com/,La Paz,B.C.S.,Mexico,North America,(612) 122-7010, [email not found] ,"Open Water Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Divemaster, Wreck Diver, Deep Diver","Wetsuit, Regulator, Fins, Mask, BCD, Boots, Snorkel",Nitrox,"Dive Resort, Liveaboard, Dive Shop","Isla Espiritu Santo, La Paz, Punta Balandra",,Url of site changed for sites and tours - Review,
Club Sous l'Eau,"101 Rue du Commandant le Prieur quai du, 83700 Saint-Raphaël, France",https://clubsousleau.fr,Saint-Raphaël,Provence-Alpes-Côte d'Azur,France,Europe,+33 (0)4 94 95 90 33, contact@clubsousleau.fr ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Open Water 20, Deep Diver, Enriched Air Nitrox, Night Diver, Wreck Diver, Underwater Navigator, Divemaster, Advanced Nitrox, Trimix Diver","Snorkel, Regulator, BCD, Fins, Wetsuit, Mask",Nitrox,Dive Shop,"The Golden Island, The Sea Lion",,,
CNT Plongée,"Capitainerie, Quai Sevine Bustamente, 44420 La Turballe, France",https://cntplongee.fr,La Turballe,Pays de la Loire,France,Europe,+06.75.92.22.34, cnt.laturballe@gmail.com ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Divemaster, Divemaster / Assistant Instructor","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,Dive Shop,The Four Plateau,,Closed until Spring 2026,
Coastal Scuba,"1901 Hwy 17 S, North Myrtle Beach, SC 29582, United States",https://coastalscuba.com/,North Myrtle Beach,South Carolina,United States,North America, +1 843-361-3323 , info@coastalscuba.com ,,"Wetsuit, Regulator, Fins, Mask, BCD, Dive Computer, Snorkel, Boots",Nitrox,Dive Shop,"BP-25, Barracuda Alley, Bonaire Island, Charleston Tug, Cozumel, Dive Bahamas, JELL II, Megalodon Ledge, Pinnacle Reef, St. Cathan, The Bill Perry, The Hebe, The Sherman, The Suwanee(The Governor)",,,
Coastal Water Dive,"6 Mummery Crescent, East Bunbury WA 6230, Australia",https://www.coastalwaterdive.com.au/,East Bunbury,WA,Australia,Oceania, +61 8 9721 7786 , info@coastalwaterdive.com.au ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Divemaster, Open Water Scuba Instructor, Master Scuba Diver Trainer, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,,,"Review - (row 121)This site is for equipment sales, servicing and Training. There us a travel page but only to Phillipines. There is a dive charter but it is another site - https://bunburyexclusivecruises.rezdy.com/?agentCode=COASTALWATERDIVE",
Coconut Tree Divers,"West End, Roatán, Bay Islands, Honduras",https://coconuttreedivers.com/,West End,Roatan,Honduras,Central America, +504 3346-6512 , coconuttreedivers@gmail.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Night Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Mask, BCD, Snorkel",,Dive Shop,"Blue Channel, Blue Rock Channel, Canyon Reef, Dixie’s, Gibson Bight, Green Outhouse, Half Moon Bay Wall, Lighthouse Reef, Moonlight Reef, Overheat Reef, Pete’s Place, Pillar Coral, Roatán, Roatán - El Aguila, Roatán - Pablo’s Place, Spooky Channel, Texas, West End Wall",,,
Columbus Scuba,"4680 Indianola Ave, Columbus, OH 43214, United States",https://columbusscuba.com/,Columbus,Ohio,United States,North America, +1 614-500-7234 , info@columbusscuba.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Open Water 20, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Belize Barrier Reef, Cozumel, Destination Diving, Fiji Islands, Ginnie Springs - Devil’s Eye/Devil’s Ear, Klein Bonaire, Red Sea, Roatán, South & Central Atolls",,,
Conch Republic Divers,"90800 Overseas Hwy Ste 9, Tavernier, FL 33070, United States",https://conchrepublicdivers.com/,Key Largo,Florida,United States,North America, +1 305-852-1655 , https://conchrepublicdivers.com/contact/ ,"Try Scuba / Intro Scuba, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Junior Open Water Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Alligator, Benwood Wreck, Eagle Wreck, John Pennekamp Coral Reef State Park, Molasses, Spiegel Grove Wreck, USCGC Duane",,,
Cooleur Plongée,"du Lehn, 44420 Piriac-sur-Mer",https://www.cooleurplongee-bateauecole.com,Piriac-sur-Mer,Pays de la Loire,France,Europe,+06 06 70 46 70, cooleur-plongee@orange.fr ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver",,,Dive Shop,"Dumet Island, The Four Plateau, Houat Island, Hoëdic Island, The Plateau of Piriac",,,
Coral Divers,"Sodwana Bay, KwaZulu-Natal, 3974, South Africa",https://coraldivers.co.za/,Sodwana Bay,KZN,South Africa,Southern Africa, +27 33 345 6531 , bookings@coraldivers.co.za ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,"Dive Resort, Dive Shop","4 Bouy, 7 Mile, Antons, Arches, Cat's reef, Caves & Overhangs, Chain, Coral Gardens, Deep Sponge, Gotham Five Mile, Hopscotch, Lettuce, Mellow Yellow, Pinnacles, Pothole Five Mile, Ribbon, Ribbon Five Mile, Rooi Els - Coral Gardens, Roonies, Simon's Cave, Six Mile Reef, Sodwana Bay, Sodwana Bay - Two Mile, Stringer, The Bikini Reef System, Wayne's World, Northern Wall, Mushroom Rocks, 8 Mile Reef (Ramseys), 9 Mile Reef",,,
Coral Eye Bangka,"Lihunu, Likupang Timur, North Minahasa Regency, North Sulawesi, Indonesia",https://www.coral-eye.com/,Bangka Island,North Sulawesi,Indonesia,Southeast Asia, +62 811-430-558 , info@coral-eye.com ,"Open Water Diver, Open Water Scuba Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Enriched Air Nitrox, Night Diver, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Tanjung Harus, Batu Cahaya, Goa Paniki, Sawang, Talisei, Talisei Pool, Kinabutan, Air Banua, Air Banua Kampung, The Channel, Pearl Farm, Sea Souls, House Reef, Kahuku, Napo Sipi, Sipi Sipi, Linggua, Mangrove Forest I, Mangrove Forest II, Buluh Kuning, Tanjung Bode, Busa Bora Barat, Busa Bora Kampung, Busa Bora Timur, Demak, Murex House Reef, Tanjung Husi I, Tanjung Husi II, Sahaung II, Sahaung I, Sahaung Bay, Tanjung Lihunu, Lihunu's Garden, Batu Tiga, Areng Kambing Wall, Areng Kambing Pasir, Batu Belah, Batu Toto, Batu Angus, Batu Tartaruga, Batu Gosoh, Batu Gosoh Towers, Batu Pendeta, Batu Putih, Batu Puteng, Batu Mandi, Efrata, Sempini I, Sempini II, Yellow Koko II, Yellow Koko I, Tanjung Paradise, Tambah, Tarabitan I, Tarabitan II, Gangga Jetty, Lihaga Jetty, Lihaga Corner, Gangga Village 1, Tanjung Busa Bora",,https://www.coral-eye.com/s/Dive-Site-Map.pdf,
